,number,Text processed
14260,可是我只吃過兩次,
14261,也沒到不好吃但是就不道地就是如果以馬來西亞來說的話他那個什麼,
14262,那些都怪怪的對,
14263,拉薩是什麼,
14264,你可以去波波恰恰我不知道怎麼說就是一種咖哩吧,
14265,哦,
14266,但是不一另外一種咖哩椰椰漿咖哩啊好像是這樣說,
14267,哦波波恰恰我超少去應該是兩三個月去一次那種,
14268,生意很好欸,
14269,也是啦,
14270,中午都滿的,
14271,之前好像去我大一的時候啊朋友一直說要倒了要倒了,
14272,結果生意生意,
14273,波波恰恰喔,
14274,對啊然後來了超多人的,
14275,我之前大一大二它還沒開放二樓,
14276,對啊,
14277,二樓都滿的,
14278,哦二樓也是,
14279,他二樓也是他的那個你們老師說他目前他現在就是教育部說不能體罰嘛,
14280,所以他說他跟那個家長說他準備一枝藤條目前都沒有拿起來,
14281,ho那個是老師說第一次就就跟跟同學講然後第二次就,
14282,給家長然後第三次叫家長來然後然後就然後叫那個同學自己自己,
14283,拿著藤條然後交給媽媽說媽媽請你打我因為因為只有,
14284,家長可以打打小孩,
14285,對啊這樣這樣才比較不會讓那個那個父母親覺得說,
14286,eh怎麼老是在打我的孩子可是有時候小孩子又真的不聽話,
14287,就那就讓家長自己來來罰小孩子好了,
14288,um還要講甚麼,
14289,好像該講的都講光了,
14290,啥物無,
14291,han你覺得um你覺得甚麼時候會換季,
14292,你們學校沒有講喔,
14293,還沒,
14294,十月了嘛以前國小不是大概十月就換季了,
14295,沒有這麼早吧,
14296,啊你們運動會大概國小是十一月嘛,
14297,那個時候就穿長袖,
14298,對啊那國中大概也是吧,
14299,啊你們體育課有沒有打籃球,
14300,現在就只跳健康操一直跳一直跳一直跳跳到那個操場建完之後才可以做別,
14301,事所以就不用哈哈哈我也不喜歡打籃球,
14302,那這樣籃球場,
14303,籃球場是二就拆掉了喔沒有二三年級在用但是我也不知道操場要建在哪裡,
14304,對啊操場要建在哪裡他是說十一月要開始動工啦,
14305,um這一次是要用趣味競賽,
14306,啊好像是十一月四號對不對校慶,
14307,十一月五號,
14308,四號還是五號,
14309,五號,
14310,好像是星期六啊,
14311,對啊每次都嘛星期六,
14312,他說家長希望家長能夠那個踴躍參加,
14313,oh就跟那個國小會有邀請啊你不是園遊會嗎這次是趣味競賽就是有三種一種是園遊會一種是趣味競賽一種是,
14314,田徑比賽啊你哪會無園遊會,
14315,有啊只是今今這一年就是先趣味競賽本來今年是第一,
14316,第一年是那個呀要要借平和操場要要比賽田徑項目啊就,
14317,就自己建我我想要玩玩看那個園遊會就像吳姿彥他們在賣東西,
14318,然後還有鬼屋,
14319,um對啊他如果用鬼屋的話你就可以把它設計成那個大姊他們那時候,
14320,那個鬼屋,
14321,那個彰安啊不彰那個彰女的那個啊好恐怖那時候還,
14322,小然後二姊就就eh就牽我進去走然後那個地上好像有鋪,
14323,一條一條的然後很像那個sh很像那個一條一條那蚯蚓還是蛇,
14324,很粗的東西然後它不會動因為那是繩子啊然後我就以為它很恐怖,
14325,然後我就踩過去有點很噁心結果姊姊就迷路然後還問那個半路那個,
14326,流著血的女鬼,
14327,問女鬼要往哪裡去然後她她然後她她她然後她就用了手電筒說出口在那裡然後,
14328,姊姊結果我就出口的時候就有點噁心啊然後我就叫姊姊,
14329,我然後背我出去的時後然後到了結果出去鬼屋才發現姊姊的腳怎麼白白,
14330,原來是入口一進去然後那邊那個地地上啊然後那個,
14331,有女鬼手伸出來抓你的腳然後她的手是白的所以她的腳就變白,
14332,你沒有說那一次那天去姑姑家然後你跟問薇庭說那個那姊姊問過了,
14333,你再說一次啊,
14334,她說那是要給弟弟學習爬的,
14335,那你那天去他怎麼樣他有沒有很興奮,
14336,她說ho你嚇到了你怎麼現在忽然她她說ho,
14337,我我嚇到了你嚇到我了你怎麼現在忽然來ho我在看,
14338,電視nei這樣我在看那個電視好好笑,
14339,姑姑事先沒跟她講,
14340,對啊我就因為我中午打去給姑姑我說你你下午會去啊那可能姑姑沒跟她,
14341,啊姑姑就很喜歡看那個煮飯的節目啊,
14342,um,
14343,在學煮東西然後姑姑就看那個看得很入迷啊然後,
14344,都我我在那邊看然後我有敲了幾下沒有人回應然後我,
14345,敲更大力一點然後姑姑才看到我,
14346,薇庭沒有看到你喔,
14347,um沒有是姑姑先先轉過來然後薇庭再轉過來看是誰,
14348,姑姑來姑姑來開門然後薇庭就說ho你嚇到我了我正在,
14349,電視那可見她也看得很入迷啊要不然你敲門她都沒聽到啊之後她,
14350,趕快來跟你開門,
14351,姑姑開的,
14352,那她好像沒有想像中的那麼那個那麼興奮的歡迎你去因為她因為她她坐在那個啊那個姑丈的位置嘛然後姑丈的位置,
14353,是背對門然後她剛開始先看到姑姑走過去才轉過頭來看是誰,
14354,開姑姑開門之後才才才下來跟我玩,
14355,她跟你玩甚麼,
14356,她說要跟我結婚,
14357,然後我說已經結過五六次了然後她說啊我就說我等一下再,
14358,我先去洗手然後之後姑姑就拿蛋蛋糕給我吃她說那個是淑,
14359,淑幸姊姊買來的然後是芋仔口味,
14360,是喔,
14361,然後我就說你好像長高了然後我就說吃完我們等我吃完,
14362,去量身高然後她我就幫她量好像就長高一點點因為上次量,
14363,十月啊十月量的啊然後然後之後,
14364,去年十月喔,
14365,今年,
14366,對啊啊十月現在也才也還在十月當中,
14367,所以就沒有甚麼長高她乍看之下啊之後之後我就跟她玩,
14368,玩結婚啊然後玩著玩著就就玩到別的去然後就就已經脫離,
14369,了好奇怪,
14370,um脫離結婚的主題,
14371,然後之後就就開始玩已經四點多還是五點多然後然後,
14372,就說我先去洗澡等一下我再叫你然後你再上來然後她說,
14373,你要洗頭喔啊啊姑姑就說不用啦我昨天才洗我明天再洗,
14374,然後她說不要啦今天洗頭啦然後姑姑就跟我講說她很聰明,
14375,她還知道我洗頭要洗很久所以她就跟你玩久一點,
14376,然後她就很奸詐,
14377,原來她叫你洗頭是有目的啊不叫姑姑洗頭是有目的的,
14378,然後之後姑姑就說啊不然你我先幫你洗好然後你再下來,
14379,我再自己去洗然後她說不要她說然後我就說,
14380,阿媽先去洗你再去洗我就回家了啊如果你先去洗阿媽再去洗我還,
14381,還會在這裡等你然後結果她就說好然後就上去結果她沒有洗頭一下下,
14382,了然後結果她她就下來她說小姑姑我好了然後然後,
14383,就自己走下來然後我就躲起來我就我就沒有躲在姑丈的椅子後面,
14384,我一般都躲在那裡她大概已經知道我都躲那裡所以她她一下來看沒有,
14385,我但是她一定有看到書包所以她不知她知道我還沒回家然後她,
14386,她就看到那個她就去找姑丈後姑丈的椅子後面然後就沒有看到我,
14387,eh小姑姑怎麼不見然後姑丈說哇她回家了啊結果她就走著,
14388,然後我就躲在那個中間桌子和那個左邊的長椅子那裡的中間然後她,
14389,跑到那裡然後就找到我了她說ha你在這裡,
14390,你躲得不夠徹底應該連書包也一起躲,
14391,但是我就沒沒時間臨時躲啊那是這麼小沒地方躲啊因為不,
14392,門就是娃娃車後面不然就是就是那些椅子後面很像就只有這些,
14393,啊不然就是廚房,
14394,不行她她她廚房太危險而且而且那個廚房她也一般,
14395,都躲在客廳然後你就來載我了,
14396,嘿啊我剛去載你的時候我覺得eh她好像有長高一點點,
14397,但是又好像沒有,
14398,嘿啊可能之前買的那件衣服她就不能穿了,
14399,而且那個姑姑就說那個有網子會鉤到,
14400,奇怪我怎麼不覺得有網子,
14401,有啊就是這是衣服表面然後上面還有一層白色的網子,
14402,是喔,
14403,啊我就在翻庭庭的衣服就看到有一件eh這好可愛就是你買的,
14404,啊我說怎麼但好像沒看過她穿她說這是你媽媽買的然後她,
14405,那是因為那個網子所以會容易鉤到,
14406,容易鉤到就不給她穿喔啊就讓放著當那個裝飾品嘿啊 我  想  講  伊  較袂 ,
14407,足屯 應該穿那一件啊彼个啥人侑侑他比較,
14408,活潑好動就比較不適合穿而且我好像也沒看過你買給她的那件洋裝,
14409,侑侑,
14410,你不是買給一件給侑侑一件給薇庭對啊啊侑侑就是藍色的然後一點一點的,
14411,啊你的你有給薇庭的是甚麼我忘記了,
14412,啊不然你說你看看到,
14413,我看不是啊看到一件衣服一件你買給她的衣服她就是,
14414,姑姑說那是你買給她的ha我還以為你在說衣服啊你以為我在說洋裝,
14415,對啊啊是洋裝啊然後薇庭那一件是好像是咖啡色的有,
14416,的咖啡色的花還是甚麼花,
14417,是不是um我也不知道還以為那是衣服,
14418,啊衣服不是跟洋裝一樣嗎,
14419,m衣服是短的um,
14420,今天好像阿阿伯沒來,
14421,喔我要睡一下午覺um我要六點多才睡,
14422,那現在呢繼續講一下,
14423,我們從甚麼時候開始講三點二十ho還有還有半個,
14424,啊你跟賴雅成有沒有有沒有講話賴雅成,
14425,有啊以前我坐他旁邊,
14426,啊他有沒跟你說日升的事,
14427,沒有,
14428,他忘記了這回事,
14429,我也不知道,
14430,你可能忘記了日升的事情,
14431,我知道啊我記得,
14432,你沒有跟他說eh我們那個什麼邱老師,
14433,um,
14434,你沒有跟他提到說eh啊我們那個邱老師你還記得嗎,
14435,um沒有,
14436,然後我從日升經過還有看到那個邱老師,
14437,他有說um而且那時候還有一個臭臭的男生他都一直流汗,
14438,他他國小跟他同班,
14439,要看你的嘴型啦,
14440,um鼻子癢癢的,
14441,同啊現在還有後來還有在國小嗎,
14442,有啊在同一班啊,
14443,啊現在嘞,
14444,現在不同班,
14445,那現在還有在國中嗎同一個國中,
14446,不知道贅肉m好熱喔,
14447,太太溫暖了,
14448,太溫暖umum那什麼東西掉到地上,
14449,要不要跟姊姊講一下開個電風扇轉過來,
14450,ohrulerho你跟外人講話,
14451,我在跟你講啊想說要不然我們拜託姊姊,
14452,uh好恐怖喔又引來第四人來,
14453,開個電風扇然後突然之間怎麼有一個小爆炸的聲音,
14454,eh,
14455,這樣有嗎有比較涼嗎,
14456,un有一點點,
14457,彩方你的茶你的茶喝太少了,
14458,對啊,
14459,一天喝不到五百 cc ,
14460,我最多目前最多喝七百,
14461,七百,
14462,要喝一千多才可以,
14463,至少喝兩罐你那個,
14464,嗯啊水壺,
14465,就是一千我有裝過第二罐但是第二罐都沒有喝完過,
14466,啊你去哪裡你去哪裡裝,
14467,第二罐幾乎都在林正裝的,
14468,啊他們那個是飲水機還是,
14469,啊不然是什麼,
14470,沒有我說她們那個是飲水機的還是像我們這種的是學校的那種還是我們,
14471,我們這種啊學校你是說長方形然後那個鐵的那種就這種啊,
14472,家用型ho好悠哉喔m然後它還有冷水熱水溫水結果有一次,
14473,奇怪我就裝溫水然後竟然感覺像熱水然後我又碰了一下冰水竟然也是,
14474,uh那有什麼差別,
14475,那表示那一那部份壞掉了,
14476,怪怪的啊結果我有一次就盛冰水看看想說應該就盛哪一個水,
14477,是溫的或熱的結果盛冰水結果那一次變冰水好奇怪一下冰一下冷,
14478,m阿聊什麼嘞,
14479,你就你就只喝一一口喔啊你可以像我早上這樣子,
14480,uh喝太多了,
14481,灌多一點,
14482,喝喝到膩會吐,
14483,哪會,
14484,就是喝一次一直喝一直喝一直喝會,
14485,沒有差不多一格啊有沒有那個不是有那個標示那都一口就一格沒有你一口哪有一格,
14486,對啊這樣一小格啊,
14487,一大格啊,
14488,喔爸爸不是睡了為什麼他又要睡,
14489,因為他沒有他沒有睡過癮,
14490,已經到了啊,
14491,然後那個你們老師說你們很多同學啊都很喜歡借人家的立可帶,
14492,喔,
14493,不知道是真的沒有立可帶還是要要找藉口跟同學講話喔天啊講到立可帶我就很生氣就是那個國文小老師原本那個,
14494,小老師他他有立可帶然後我還以為他是沒有或是壞掉然後他跟,
14495,一模一樣他是綠色的只是我是藍色的啊有一次他就在講台登記,
14496,然後我又坐在講台前面嘛然後他就說eh借我一下立可帶,
14497,然後我想說好吧借他用一下他只是塗改一下分數而已,
14498,然後之後他要借的話就因為因為不可能只有一個分數寫,
14499,可能有時候等一下下一個又不小心寫錯那就先放在他講講桌讓他,
14500,一下然後那次他就會放回來然後過了一下又再借我一下然後又,
14501,拿來拿去然後有就是就想說他是沒有自己的立可帶還是,
14502,拿結果我後來發現他改一個人的分數竟然拿出他自己的立可帶在用然後那他有自己的而且在他那裡為什麼還要用我的啊有一次我就,
14503,而且我而且我不是很會流鼻涕嗎然後那個衛生紙都擦一擦先放在桌上,
14504,然後之後下課再拿去那個垃圾桶有時候我先握在手上啊老師會說,
14505,啊你可以先拿一個不要的袋子啊然後掛在那個桌子旁邊然後當小,
14506,然後我就用這樣然後我就掛在左邊然後剛開始那個國文小老師和,
14507,坐在前後啊就是那個國文小老師是坐在我斜後面然後品萱坐在我旁邊然後結果,
14508,結果他們倆個有時候就是很順便就說借我丟一下然後就丟但是他很,
14509,次都這樣然後然後他他就有時候沒有丟中然後我就要幫,
14510,撿起來然後我就就不好意思跟他說有然後我有一次就就,
14511,就把那個垃圾袋掉換邊就掉在右邊然後讓他看不到,
14512,結果有一次他要丟垃圾的時候說eh你垃圾袋呢我說我,
14513,沒有帶來然後我就心理暗笑哈哈丟不到了um或是你可以放在你的抽屜裡面,
14514,對啊我剛開始就先放在抽屜裡因為想說怕掛在旁邊他走來這裡會看到所以,
14515,先放在暫時放在抽屜裡然後結果他就丟不到啊現在我都吊在右邊啊但是,
14516,品萱還是偶爾會拿東西拿東西這樣傳給我說幫我丟一下然後我就丟到垃圾袋,
14517,還是你乾脆就把你的垃圾袋放口那個抽屜裡面就好,
14518,um還要拿出來,
14519,對啊要不然你heah要不然你跟他說你沒有放垃圾袋可是如果讓他看到你放,
14520,你是放在右邊,
14521,不然我就可以跟他建議你也可以用個垃圾袋啊,
14522,um對啊有的人就是這樣子都不會想說會不會造成人家的麻煩,
14523,um,
14524,然後那個立可帶自己有還還,
14525,而且那時候我已經快沒了看了好心痛那很快就用完一個,
14526,啊我現在立可帶因為就是快沒了所以我用比較大力一點點啊我已經連續換了,
14527,個帶子然後這一次用了第三個帶子就是前兩個都沒有都再怎麼用力,
14528,不會怎樣然後這次因為我殼都同一個然後只是換別的帶子,
14529,這是第三個帶子我在用的時候結果就有一次在改在塗東西的時候然後就塗太大力,
14530,就啪然後裡面那一條都都彈出來,
14531,這樣子um,
14532,然後結果就然後我是還有找到那一條那一根東西但是,
14533,然後結果就在試自己組合然後就是組不上去因為好像少了一個東西,
14534,我就只有看到這個東西彈出來然後我就想說沒有這個應該還可以再用啊結果,
14535,就怎麼塗都會都不行塗因為因為沒有東西讓它固定住所以就,
14536,就會軟軟的然後是剩一點點但是那一些還可以塗很多東西薄薄的一,
14537,而已然後還可以再塗很多東西然後結果那個品萱看到我在用就說,
14538,給我這個我會用然後想說喔太好了她會用啊結果就拿那個小東西給,
14539,eh還少一個裡面還有一根更細的塞那個管子裡面的,
14540,um,
14541,啊結果我說我沒有看到她就說哇沒有那個就不行用她說我那個就,
14542,就必須再重買一個殼然後再把那個舊的帶子裝上去繼續用,
14543,啊真的是因為少了那個才不能用嗎,
14544,對啊就是沒有就是只有那一根我找到的那一根就不行,
14545,沒因為裝不上去ha,
14546,啊為什麼那個會丟掉為什麼那個也會丟掉,
14547,因為太小了啊彈出來就彈不見了啊啊我根本不知道有那一那一,
14548,更細的她跟我說有那一根更細的才組得上去啊我那一根就,
14549,了因為彈出來了太太太小了所以還要所以我現在都在用立可白,
14550,所以很不方便有時候忘記寫,
14551,umhumhum要不要開燈,
14552,四點了,
14553,還是熱嗎,
14554,因為只有吹到這裡,
14555,不用調吧,
14556,應該差不多了吧,
14557,um還沒吧還有二十分吧,
14558,你講那麼多了,
14559,你問你問你問她啊,
14560,還有什麼,
14561,還有什麼啊還有什麼康樂股長,
14562,就學就就數學小老師,
14563,數學小老師喔,
14564,現在變成那個陸貫霆,
14565,喔啊風紀嘞,
14566,風紀是那個啊謝xxx就是那個那個,
14567,eh風紀是不是我那天去啊然後他好像數學老師有叫他起來,
14568,肉肉的叫他起來,
14569,um,
14570,叫他起來幹嘛,
14571,好像是他數學 考  毋好  猶是  啥 ,
14572,叫他起喔好像有吧又好像沒有叫起來就是那個啊,
14573,那個戴眼鏡的坐在康樂股長旁邊的,
14574,然後那個老師然後老師就說什麼你如果做了一百次可是一百次好像是說他,
14575,沒訂正啊你做了一百次不對的還是不對那你又不訂正的話,
14576,練習就是你要多練但是但是你一定要訂正不然,
14577,你你練一百題錯一百題那還是都錯啊,
14578,對啊所以你要先訂正要知道哪邊錯啊之後練習才會都對啊,
14579,um時間過的好慢喔都沒有人生日都沒有人生日,
14580,你有要吃蛋糕唷,
14581,umum她們的生日都在十二月可是還要隔好久,
14582,現在奶粉事件你不要吃蛋糕,
14583,不要吃蛋糕啦吃別的um啊我今天看到新聞,
14584,它說油條和泡芙還有菠蘿麵包都有,
14585,yeh,
14586,連菠蘿都有,
14587,他說有油就是要讓那個麵粉發酵麵粉發酵就用那個,
14588,就好用那個發粉就好為什麼對啊膨脹劑啊,
14589,膨脹喔喔它說用銨銨銨什麼那個銨粉,
14590,對啊就膨脹劑用那個就好為什麼用那個化學有毒的,
14591,可是那個比較便宜嗎,
14592,會比較便宜嗎而且像我們以前在做那個麵包啊饅頭eh會不會饅頭也會,
14593,因為那種就是要先讓那個麵粉發起來之後才會烤出來或,
14594,的東西麵包啊或是饅頭才會這樣鬆鬆軟軟的,
14595,QQ的,
14596,QQ的,
14597,um,
14598,然後就用那個發粉就好為什麼要用那個,
14599,發粉發粉他們好享受喔ehum,
14600,你想睡覺連菠蘿麵包都有,
14601,對啊菠蘿很好吃,
14602,天啊那個麵包車有時候會賣菠蘿而且他有時候會送菠蘿,
14603,我想說不要那個,
14604,賣菠蘿我不要那個,
14605,我送給你還不要,
14606,然後麵包車說喔好不容易擺平了毒米粉事件現在又來跟我說什麼,
14607,又多了一個菠蘿,
14608,那我以後都不要作菠蘿,
14609,還好油條平常沒什麼吃,
14610,m泡芙也是我們前一陣子吃那個泡芙,
14611,然後那個 Amingo 本來那個奶粉事件說停了好幾天沒賣,
14612,然後前幾天又在賣,
14613,結果現在又,
14614,那天本來要帶你去買結果後來沒去買,
14615,而且現在又多現在又多了一個那個事件uh該不會又要停那個才新推出不久而已就,
14616,要被那個他說在那個員林店已經賣得賣得有一陣子就是賣得很好,
14617,他彰化就也來試賣看看你說員林的 Amingo 喔,
14618,um,
14619,喔,
14620,哪知道在彰化市賣了以後竟然出現這麼多狀況,
14621,ummwoohuum,
14622,那妳們班有沒有人剪髮,
14623,有啊當然有,
14624,就一個嗎,
14625,不只一個啊,
14626,賣喔就是那個舞蹈班的還有賣花的,
14627,還有一個那個嘛坐到講台另外那一邊那個也有那個長的嘛,
14628,那個到這裡啊那到這裡還有那個啊,
14629,那個也是話很多喔,
14630,對啊那個大嗓門然後也是很吵她很喜歡跟那個,
14631,賴沛霓玩在一起然後常常就是很愛玩在一起就是又在那邊到,
14632,鬧那個鬥嘴,
14633,賴沛霓是她們兩個吵架就是那個賣花的然後她那一個以前也,
14634,和我同班的那個女生也是短的啊只是她到這裡一點點差不多到這裡,
14635,賣花的國小跟你同班的女生對啊喔就是坐在她那個戴戴儒懇,
14636,靠窗戶旁邊那一排umum,
14637,啊你比較安靜那個女生她們沒有同班上的班級一起,
14638,的嗎,
14639,不知道eh好像沒有因為因為有一次我看到她,
14640,走廊跟一個女生好像講得蠻開心的我想那個大概是她她她同學因為因為我她在班上好像沒有一開始就一開始就,
14641,聊得很開心但是好像後來後來認識的一兩個同學會會講話,
14642,但是她們也不會講很多就會講一兩句然後就自己看,
14643,就是做自己的事情然後都好安靜喔就算就算有,
14644,的也是很少她會主動跟那些人講話,
14645,之前國小同學因為還不熟啦,
14646,因為她們太安靜了um啊她後面那個也是安靜但是比較沒她那麼安靜,
14647,你從哪裡看出來沒她那麼安靜,
14648,就是至少會講個幾句啊可是她好像就都沒講,
14649,所以她可以默默把很多事完成,
14650,然後每次她考試就這樣就是手就是撐著額頭,
14651,um好像就這樣就很苦惱,
14652,很苦惱,
14653,就想知道怎麼算你怎麼知道,
14654,因為我有次也看到好像就是上課就是這樣看東西然後考試,
14655,也是這樣然後皺著眉頭,
14656,這樣啊,
14657,很苦惱終於會有一個比較大的動作出現了她一般不是都是手放在,
14658,站著就是手放在前面不然就是坐著然後就這樣啊,
14659,第一次看到這種動作,
14660,然後就手這樣放著她的臉很像那個景德他,
14661,那個他的大女兒只是個子沒她那麼高,
14662,會嗎為什麼會像她的臉,
14663,臉臉蛋有點像,
14664,她臉不是圓圓的,
14665,對啊那個嘴很像啊,
14666,um我不會看單獨形容我都看整整個臉,
14667,對啊所以整個臉看起來就覺得有點像啊啊眼睛也是單眼皮啊不,
14668,很大,
14669,是單嗎,
14670,是單啊,
14671,你怎麼跟景德這麼了解,
14672,啊之前小時候常看啊,
14673,都去那家,
14674,啊,
14675,都去那家,
14676,對啊,
14677,喔,
14678,熟熟跟熟人買比較安心,
14679,煩喔一直講話講到膩了我第一次覺得你講話講到,
14680,耶那奇怪那一些那一些聒噪都可以一直講一直講一直講,
14681,都不覺得膩很奇怪,
14682,喔姐姐好像又好像也是可是你平常也講很多啊,
14683,但是我不會一直講一直講我會講一下會停頓一下做自己,
14684,事一直講一直講一直講,
14685,eh可是我記得星期五我回來的時候啊你不知道要講什麼,
14686,好多我忘了,
14687,那個是我喜歡講如果是我要跟你講說我剛好有什麼事情,
14688,對啊啊現在沒什麼要硬講um講就講了一些重複的,
14689,um姐姐好像現在在講什麼事都講比較久像她上次那個講那個手機,
14690,然後講很久然後過不久她要打電話要打給另外一個人又,
14691,講然後講一下下然後又換另一個人打給她又再講一下下,
14692,然後她又打給另外一個然再講一下下然後她又換另第二支,
14693,再打給第二那個人再講一下下,
14694,還真忙,
14695,那就大概是這樣子的所以電話費就很貴那所以姐姐現在,
14696,幫幫那個女生辦手機嗎,
14697,就辦那個啊就辦那次啊,
14698,啊解解解掉了嗎還是就就幫她她,
14699,她要自己付錢,
14700,啊我沒有解掉啊不是啦應該沒有解掉啦啊,
14701,姐姐有說她說她應該不付錢,
14702,不知道姐姐就說有跟她說要請她爸媽來辦過戶啊,
14703,有沒有辦我不知道啊,
14704,為什麼姐姐要幫她辦之後,
14705,她們就是一起去辦然後臨時決定,
14706,也太好笑然後那個那個小孩子未成年啊所以不能辦啊,
14707,喔那未成年還去上那種課,
14708,所以她們就對啊她們就幫她辦啊,
14709,她應該要好好讀書還在上還有時間上那種課好好喝,
14710,沒了啊,
14711,那我等你你會不會跑到鏡頭底下,
14712,應該不會吧被切掉變一個眼睛在那邊動來動去,
14713,剩下半個頭,
14714,dengdengdeng,
14715,半張臉漂浮yi好想動喔為什麼一直坐在這裡,
14716,好痛苦喔好想動喔還動下次動作不要太大不然這樣動一下就跑出去了就要四十五度角,
14717,好嚴格喔還要量一下這樣是不是四十五度角拿個量角器來不行吃,
14718,不能吃不能吃東西要把我餓死還要一個小時好像那個,
14719,喔好嚴喔喔好酸喔,
14720,你哪可能會餓死我打嗝了,
14721,我有咳嗽聲,
14722,喔天啊還要坐多久啊,
14723,剛剛是幾點,
14724,四十分,
14725,四十分開始的喔,
14726,那個二十分,
14727,對啊那現在差不多剩下五分鐘,
14728,um我你覺得海角七號哪邊好看,
14729,umum你覺得哪裡好看,
14730,我是覺得好像沒有傳言的那麼的好看傳言中的那麼好,
14731,看我是覺得還好就是一直罵髒話,
14732,就只不過是幾句沒幾句話就一句髒話,
14733,竟然會有人想看好幾次,
14734,是喔誰,
14735,我同事說她什麼有人看了十六次,
14736,瘋了哪有可能這不是最近才那個他除非每天一直看每,
14737,看完一次又馬上重複一次才可以看到十六次這樣就不好看了然後我有個同事她看了兩三次,
14738,ha媽媽星期五你說你們班喔不你們學校卡拉,
14739,喔不是學校是公司啊是幾點你說幾點到,
14740,um對啊卡拉 OK 比賽啊五點半啊,
14741,到幾點,
14742,五點半到七點半啊,
14743,喔然後就就可以下班了,
14744,這中間你要你要下班你要先回家也可以啊只是說你,
14745,不能等到摸彩啊,
14746,喔七最後因為這中間有摸彩啊七點喔中間有摸彩啊摸到會有什麼,
14747,我不曉得他們獎品是什麼反正就是加五十塊啊啊但是三,
14748,送你一個八十塊的那個餐點然後外加餐點不是餐盒我怎麼聽成餐盒,
14749,一樣吧就是一個一個一個紙盒子裝裡面一些麵包之類,
14750,吧喔像那種像那種喜洋洋還是那個那個麥思佳,
14751,對啊然後再外加摸彩券啊至於有什麼獎就不知道了,
14752,麥思佳麥思佳麵包店嗎,
14753,就是麥思佳的麵包,
14754,我總覺得麥思佳怎麼聽起來好像怪怪的因為一直唸一直唸就覺得麥思佳,
14755,不是麵包店嗎不然什麼店要不然那是什麼店,
14756,因為我總覺得因為唸唸到後來就就忽然就就,
14757,那個東西怪怪的像一個東西你像你那個東西你一直看它,
14758,一個字,
14759,對啊就是一個字越來越不像那個字然後你一直看就是越看越奇怪所以會一時想不出來要怎麼寫,
14760,我剛才要跟你講說就像你寫一個字像這樣啊一直寫一直寫就覺得eh這個字本來是這樣寫嗎怎麼怪怪的而且而且我本來都寫很如果寫寫那個字都習慣寫這樣的速度,
14761,放慢一筆一筆寫會覺得好像不是這樣怪怪的,
14762,或是說一筆一筆寫之後就忘了說eh接下來是,
14763,它到底長怎麼樣子麥思佳喔對是麵包店,
14764,um好奇怪還有喜洋洋,
14765,um上次我和吳孜嬿聊得那個話題很好笑就是,
14766,就是我記得我她那天我就穿體育服去然後她就,
14767,妳們妳們國中是直接繡在制服上面喔學號我說對啊,
14768,然後我就說那妳們不是喔她說我們也是耶,
14769,我們就開始笑她她自己跟我們講說感覺這樣可是她們好像不是,
14770,結果她又說她又是然後然後就這樣笑了一下然後之後,
14771,之後我就sh然後eh之後她又說那妳們國小都都是,
14772,嗎eheh不是不是我就我就說妳們,
14773,都是繡牌子在上面.,
14774,然後然後那個eheh然後她說是啊,
14775,我說eh名牌eh不是她好像是她說她說,
14776,um那個我們國小都都是繡名牌在上面她說吳孜嬿說,
14777,然後我說eh繡名牌為什麼會繡名牌在上面然後她說,
14778,一塊布啊然後她說那妳們嘞啊對喔我也是我也是然後,
14779,那邊笑然後之後兩個就只是一直笑一直笑然後大姐就說妳們在,
14780,什麼然後她她就說我們倆個都很奇怪她她,
14781,說我我的學號是用直接繡在衣服上結果我問她是什麼,
14782,結果她說她也是然後結果她她又說我我的那個國小是,
14783,缝然後我也說我也是這樣然後就彼此問然後就說我也是,
14784,你在講的時候怎麼有一點點結巴的感覺,
14785,對啊就是有時候都會結巴然後就會一直講重複的話,
14786,就會卡卡的不是重複的話是重複重複的字,
14787,都會重複的字,
14788,我我我就說我不知道怎麼會這樣會卡卡的,
14789,講太快了嗎,
14790,我也不知道,
14791,等於說這個時間裡面可能只能容納六個字結果你因為講太快,
14792,這六個字就要多講一兩個字才填進去還有這樣喔um要快到了,
14793,差不多吧,
14794,我可以走了嗎我已經錄的錄影錄的屁股打xxx,
14795,屁股長繭,
14796,剛好姐姐要出來了,
14797,你確定嗎,
14798,我有聽到那個開門的聲音可是姐姐還沒出來不行搞不好它,
14799,一直拍那個拍那個拍那個招財摘招財進寶,
14800,就一直招財,
14801,我記得那個不是那個夏那個夏順風,
14802,你不是說eh什麼一次那首歌什麼一次喔然後,
14803,說你只要一次而已喔他說每每天唸都很多次了啊,
14804,一直進寶一直進寶他不是說什麼說eh多愛我一天,
14805,喔一天然後只要一天就好了嗎伊講那多唱每天唱就,
14806,很多天變很多天,
14807,姐姐要出來了嗎好想這冷氣不能吹太久爸爸好好喔,
14808,很快就睡著了,
14809,好享受喔,
14810,uh我的天啊我們已經有六張生活老師講說我們已經有三個,
14811,三個嘉獎,
14812,就是家長有來班親會就一個嘛然後上次國慶日然後那個六,
14813,連續六個生活競賽獎勵是一個嘛所以我們有三個,
14814,啊昨天那個會議室就是中間有兩排就是長桌這樣一直釘過去的然後,
14815,目家長就坐兩邊就是每條長桌就是面對面這樣各坐一,
14816,那你前面那你對面是男的還是女的,
14817,女的啊,
14818,那你後那那你有前面嗎,
